Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
web,web_24_trace,80.5669527053833,Pass,86.65303802490234,14999923,8442950,1.7766,1985890,30684,0.2352,0.0036,1.5451%,2.0456,930775,30.3342,62.0520,7999923,4035258,1.9825,1067447,14552,0.2645,0.0036,1.3633%,1.8190,421964,28.9970,52.7460
web,web_0_trace,104.021315574646,Pass,321.1082191467285,39999493,19831479,2.0170,11904941,55925,0.6003,0.0028,0.4698%,1.3981,6497696,116.1859,162.4445,20999493,9785604,2.1460,6370198,20658,0.6510,0.0021,0.3243%,0.9837,2287970,110.7547,108.9536
web,web_5_trace,119.46124076843262,Pass,210.5389301776886,39999694,12541797,3.1893,6198022,192264,0.4942,0.0153,3.1020%,4.8066,4897723,25.4739,122.4440,20999694,6555012,3.2036,3330435,115510,0.5081,0.0176,3.4683%,5.5006,2849902,24.6723,135.7116
web,web_13_trace,134.68522262573242,Pass,251.49111700057983,39999813,17224842,2.3222,4813533,136765,0.2795,0.0079,2.8413%,3.4191,4227079,30.9076,105.6775,20999813,7301981,2.8759,2687998,64650,0.3681,0.0089,2.4051%,3.0786,2132372,32.9833,101.5424
web,web_18_trace,40.12125015258789,Pass,75.60967898368835,15000059,4247950,3.5311,1853795,58889,0.4364,0.0139,3.1767%,3.9259,2369704,40.2402,157.9796,8000059,2164044,3.6968,994147,30746,0.4594,0.0142,3.0927%,3.8432,1218398,39.6279,152.2986
web,web_22_trace,51.9125394821167,Pass,101.61931490898132,20000051,6380325,3.1346,2417352,88140,0.3789,0.0138,3.6461%,4.4070,3386169,38.4181,169.3080,10000051,2849485,3.5094,1222376,42570,0.4290,0.0149,3.4826%,4.2570,1644968,38.6415,164.4960
web,web_1_trace,158.93916416168213,Pass,242.6947157382965,39999048,12272285,3.2593,5515292,144399,0.4494,0.0118,2.6182%,3.6101,4752668,32.9134,118.8195,20999048,5149264,4.0781,2909408,78580,0.5650,0.0153,2.7009%,3.7421,2127610,27.0757,101.3194
web,web_8_trace,110.87185478210449,Pass,240.038916349411,39999955,14332743,2.7908,6210740,214265,0.4333,0.0149,3.4499%,5.3566,5548103,25.8937,138.7027,20999955,5959106,3.5240,3431526,96668,0.5758,0.0162,2.8171%,4.6032,2378065,24.6003,113.2414
web,web_12_trace,61.48514461517334,Pass,82.47934222221375,15000009,9341910,1.6057,2254326,66545,0.2413,0.0071,2.9519%,4.4363,2173260,32.6585,144.8839,8000009,4324219,1.8500,1175254,40011,0.2718,0.0093,3.4045%,5.0014,1195890,29.8890,149.4861
web,web_6_trace,115.35440254211426,Pass,237.87690901756287,40000022,13200361,3.0302,6002648,198774,0.4547,0.0151,3.3114%,4.9693,5713698,28.7447,142.8424,20000022,6903636,2.8970,2962421,123439,0.4291,0.0179,4.1668%,6.1719,3497262,28.3319,174.8629
web,web_9_trace,113.31267833709717,Pass,224.75160551071167,39999863,14256261,2.8058,6952037,117519,0.4876,0.0082,1.6904%,2.9380,2851879,24.2674,71.2972,20999863,4411764,4.7600,4136031,3255,0.9375,0.0007,0.0787%,0.1550,62418,19.1760,2.9723
web,web_25_trace,46.08135795593262,Pass,95.90925121307373,14999989,7425841,2.0200,2548670,96556,0.3432,0.0130,3.7885%,6.4371,3192309,33.0617,212.8208,7999989,3033811,2.6369,1342253,55755,0.4424,0.0184,4.1538%,6.9694,1799961,32.2834,224.9954
web,web_20_trace,91.22524166107178,Pass,108.05884456634521,20000004,10622365,1.8828,3186911,84360,0.3000,0.0079,2.6471%,4.2180,2405539,28.5152,120.2769,10000004,3864886,2.5874,1586755,24995,0.4106,0.0065,1.5752%,2.4995,700665,28.0322,70.0665
int,int_33_trace,310.41816425323486,Pass,530.3483302593231,110000052,54554204,2.0163,16062450,891997,0.2944,0.0164,5.5533%,8.1091,42873072,48.0641,389.7550,55000052,26431505,2.0809,7710997,456684,0.2917,0.0173,5.9225%,8.3033,20716165,45.3621,376.6572
int,int_22_trace,96.68442058563232,Pass,264.0803084373474,40000052,23128965,1.7294,6671960,215859,0.2885,0.0093,3.2353%,5.3965,15759085,73.0064,393.9766,20000052,11435064,1.7490,3314359,108124,0.2898,0.0095,3.2623%,5.4062,7791228,72.0583,389.5604
int,int_27_trace,219.70562553405762,Pass,224.40506219863892,40000052,6376672,6.2729,1891315,35075,0.2966,0.0055,1.8545%,0.8769,1151059,32.8171,28.7764,20000052,2956637,6.7645,940632,14940,0.3181,0.0051,1.5883%,0.7470,509686,34.1155,25.4842
int,int_0_trace,137.11144542694092,Pass,194.12210536003113,40000041,14701131,2.7209,6223265,205309,0.4233,0.0140,3.2991%,5.1327,10015750,48.7838,250.3935,20000041,6524639,3.0653,3076555,100309,0.4715,0.0154,3.2604%,5.0154,4294649,42.8142,214.7320
int,int_31_trace,118.0513105392456,Pass,202.10734581947327,40000052,4697945,8.5144,4773947,33645,1.0162,0.0072,0.7048%,0.8411,645702,19.1916,16.1425,20000052,2233916,8.9529,2359187,12716,1.0561,0.0057,0.5390%,0.6358,245072,19.2727,12.2536
int,int_12_trace,204.59925079345703,Pass,384.90244936943054,59999603,18454516,3.2512,6357220,27398,0.3445,0.0015,0.4310%,0.4566,1026482,37.4656,17.1081,30999603,4969473,6.2380,4522132,26172,0.9100,0.0053,0.5788%,0.8443,944903,36.1036,30.4811
int,int_6_trace,130.25432968139648,Pass,191.62131118774414,30000052,7619189,3.9374,3119970,89023,0.4095,0.0117,2.8533%,2.9674,3933701,44.1875,131.1231,15000052,3757742,3.9918,1567043,43404,0.4170,0.0116,2.7698%,2.8936,1946011,44.8348,129.7336
int,int_35_trace,119.88736820220947,Pass,194.3132622241974,40000048,11499002,3.4786,5671843,98829,0.4932,0.0086,1.7424%,2.4707,5318628,53.8165,132.9655,20000048,5541243,3.6093,2842811,46752,0.5130,0.0084,1.6446%,2.3376,2493183,53.3278,124.6589
int,int_14_trace,177.29002475738525,Pass,221.73262190818787,39999640,6990422,5.7221,7635435,15865,1.0923,0.0023,0.2078%,0.3966,403223,25.4159,10.0807,20999640,3398714,6.1787,3974167,6804,1.1693,0.0020,0.1712%,0.3240,155764,22.8930,7.4175
int,int_2_trace,94.08823490142822,Pass,172.50242280960083,30000052,16603779,1.8068,5366311,198038,0.3232,0.0119,3.6904%,6.6013,12570312,63.4742,419.0097,15000052,7702058,1.9475,2681980,98014,0.3482,0.0127,3.6545%,6.5342,5720300,58.3621,381.3520
int,int_21_trace,91.63193035125732,Pass,205.58951950073242,40000052,46430302,0.8615,9059172,966053,0.1951,0.0208,10.6638%,24.1513,41551685,43.0118,1038.7908,20000052,22840627,0.8756,4504449,495476,0.1972,0.0217,10.9997%,24.7737,20368161,41.1083,1018.4054
int,int_32_trace,317.2076416015625,Pass,529.1296303272247,110000052,86890652,1.2660,12636052,788233,0.1454,0.0091,6.2380%,7.1658,74871336,94.9863,680.6482,55000052,38302577,1.4359,6322521,388899,0.1651,0.0102,6.1510%,7.0709,32363759,83.2189,588.4314
int,int_26_trace,197.17267227172852,Pass,216.08553957939148,40000052,6836747,5.8507,2130479,54749,0.3116,0.0080,2.5698%,1.3687,1824661,33.3278,45.6165,20000052,3205699,6.2389,1067816,25324,0.3331,0.0079,2.3716%,1.2662,864582,34.1408,43.2290
int,int_16_trace,128.2670030593872,Pass,220.04354524612427,40000031,19018927,2.1032,6733574,325590,0.3540,0.0171,4.8353%,8.1397,7299912,22.4206,182.4977,20000031,8163328,2.4500,3364149,168833,0.4121,0.0207,5.0186%,8.4416,3634220,21.5255,181.7107
int,int_3_trace,96.88034057617188,Pass,218.23391270637512,40000052,7066304,5.6607,4722773,35272,0.6684,0.0050,0.7468%,0.8818,1008519,28.5926,25.2129,20000052,3575747,5.5933,2249610,19797,0.6291,0.0055,0.8800%,0.9898,495526,25.0304,24.7762
int,int_13_trace,32.30572509765625,Pass,191.22073411941528,40000052,6237898,6.4124,4243961,36991,0.6804,0.0059,0.8716%,0.9248,1064785,28.7850,26.6196,20000052,3060787,6.5343,2111572,17419,0.6899,0.0057,0.8249%,0.8709,517035,29.6822,25.8517
int,int_4_trace,188.2430238723755,Pass,327.31318283081055,59999657,13980020,4.2918,7683892,239183,0.5496,0.0171,3.1128%,3.9864,5279274,22.0721,87.9884,30999657,6993824,4.4324,4061423,120087,0.5807,0.0172,2.9568%,3.8738,2623660,21.8480,84.6351
int,int_7_trace,128.17397212982178,Pass,220.4822337627411,40000048,14776388,2.7070,5944145,231389,0.4023,0.0157,3.8927%,5.7847,5354087,23.1389,133.8520,20000048,6365440,3.1420,3000751,113896,0.4714,0.0179,3.7956%,5.6948,2518405,22.1114,125.9199
int,int_25_trace,169.04896354675293,Pass,219.1023359298706,40000052,7681727,5.2072,2766410,52897,0.3601,0.0069,1.9121%,1.3224,1996906,37.7508,49.9226,20000052,4236233,4.7212,1541724,45849,0.3639,0.0108,2.9739%,2.2924,1526440,33.2928,76.3218
int,int_10_trace,204.85591316223145,Pass,342.6534233093262,60000052,9673683,6.2024,7032592,32181,0.7270,0.0033,0.4576%,0.5363,877935,27.2812,14.6322,30000052,4472195,6.7081,3499163,15363,0.7824,0.0034,0.4390%,0.5121,353287,22.9960,11.7762
int,int_19_trace,184.28955841064453,Pass,228.65830183029175,40000052,8021952,4.9863,5852871,33928,0.7296,0.0042,0.5797%,0.8482,1436022,42.3256,35.9005,20000052,3785747,5.2830,2929049,13244,0.7737,0.0035,0.4522%,0.6622,604591,45.6502,30.2295
int,int_18_trace,108.31880569458008,Pass,263.2643315792084,39999864,10879054,3.6768,9457814,37607,0.8694,0.0035,0.3976%,0.9402,1580500,42.0268,39.5126,20999864,5223565,4.0202,4985263,18115,0.9544,0.0035,0.3634%,0.8626,661643,36.5246,31.5070
int,int_15_trace,98.1560001373291,Pass,379.0374004840851,70000157,18505236,3.7827,9192864,33514,0.4968,0.0018,0.3646%,0.4788,1848008,55.1414,26.4001,35000157,9308065,3.7602,4669511,31756,0.5017,0.0034,0.6801%,0.9073,1472674,46.3747,42.0762
int,int_36_trace,201.8018684387207,Pass,315.2892928123474,53761949,35604310,1.5100,7755130,214786,0.2178,0.0060,2.7696%,3.9951,9806347,45.6564,182.4031,27761949,15437326,1.7984,4116890,106246,0.2667,0.0069,2.5807%,3.8270,4398376,41.3980,158.4318
int,int_23_trace,182.35865116119385,Pass,236.45071530342102,40000052,18507313,2.1613,5329093,139295,0.2879,0.0075,2.6139%,3.4824,6336006,45.4862,158.3999,20000052,8603665,2.3246,2669216,67286,0.3102,0.0078,2.5208%,3.3643,2704024,40.1870,135.2008
int,int_9_trace,152.5840139389038,Pass,218.0644645690918,40000050,14313395,2.7946,5800876,192924,0.4053,0.0135,3.3258%,4.8231,4504162,23.3468,112.6039,20000050,6004254,3.3310,2893544,91693,0.4819,0.0153,3.1689%,4.5846,2081274,22.6983,104.0634
int,int_1_trace,92.84952068328857,Pass,168.37361431121826,30000052,16372206,1.8324,5301134,207328,0.3238,0.0127,3.9110%,6.9109,12333172,59.4863,411.1050,15000052,7759432,1.9331,2642836,103198,0.3406,0.0133,3.9048%,6.8798,5778124,55.9907,385.2069
int,int_28_trace,185.9219560623169,Pass,194.74892354011536,40000052,8459793,4.7283,4006233,146982,0.4736,0.0174,3.6688%,3.6745,3712007,25.2548,92.8001,20000052,4108393,4.8681,1994428,68750,0.4855,0.0167,3.4471%,3.4375,1767462,25.7085,88.3729
int,int_5_trace,138.47165870666504,Pass,209.57089018821716,30000052,6717450,4.4660,2565027,89586,0.3818,0.0133,3.4926%,2.9862,3164981,35.3290,105.4992,15000052,3356176,4.4694,1297750,44515,0.3867,0.0133,3.4302%,2.9677,1593982,35.8078,106.2651
int,int_29_trace,181.88746547698975,Pass,207.08243417739868,40000052,16417944,2.4364,4048870,526403,0.2466,0.0321,13.0012%,13.1601,12585104,23.9077,314.6272,20000052,7960910,2.5123,2031315,256718,0.2552,0.0322,12.6380%,12.8359,6076401,23.6696,303.8193
int,int_20_trace,187.00185585021973,Pass,334.6665847301483,60000051,17349547,3.4583,9561405,168370,0.5511,0.0097,1.7609%,2.8062,5314999,31.5674,88.5832,30000051,7211021,4.1603,4877083,81454,0.6763,0.0113,1.6701%,2.7151,2271909,27.8919,75.7302
int,int_8_trace,137.59827327728271,Pass,218.4825360774994,40000052,16306057,2.4531,5678944,286400,0.3483,0.0176,5.0432%,7.1600,6620094,23.1149,165.5021,20000052,6546302,3.0552,2813189,131296,0.4297,0.0201,4.6672%,6.5648,2942222,22.4091,147.1107
int,int_30_trace,182.9177484512329,Pass,209.3931176662445,40000052,16794756,2.3817,4219863,544794,0.2513,0.0324,12.9102%,13.6198,12926859,23.7280,323.1711,20000052,8181670,2.4445,2099953,265646,0.2567,0.0325,12.6501%,13.2823,6278429,23.6346,313.9206
int,int_17_trace,128.60758018493652,Pass,218.59193062782288,39999987,16641837,2.4036,6659971,256347,0.4002,0.0154,3.8491%,6.4087,5876956,22.9258,146.9239,20999987,6702544,3.1331,3432362,120130,0.5121,0.0179,3.4999%,5.7205,2641658,21.9900,125.7933
int,int_24_trace,145.24023818969727,Pass,282.95283699035645,40000051,14575551,2.7443,8385203,22650,0.5753,0.0016,0.2701%,0.5662,2691771,118.8420,67.2942,20000051,6920939,2.8898,4599578,9644,0.6646,0.0014,0.2097%,0.4822,1171876,121.5135,58.5937
int,int_11_trace,203.19092559814453,Pass,292.5732798576355,60000052,16565909,3.6219,4130584,252356,0.2493,0.0152,6.1095%,4.2059,9158351,36.2914,152.6391,30000052,8289301,3.6191,2064453,127619,0.2491,0.0154,6.1817%,4.2540,4627734,36.2621,154.2575
int,int_34_trace,112.3776216506958,Pass,189.4796278476715,40000052,11198881,3.5718,6380286,123663,0.5697,0.0110,1.9382%,3.0916,5694716,46.0503,142.3677,20000052,4961250,4.0313,3101677,64490,0.6252,0.0130,2.0792%,3.2245,2571051,39.8674,128.5522
infra,infra_9_trace,141.69822597503662,Pass,261.9439973831177,50000052,29140856,1.7158,7203244,235241,0.2472,0.0081,3.2658%,4.7048,19497550,82.8833,389.9506,25000052,17234716,1.4506,3405201,176803,0.1976,0.0103,5.1921%,7.0721,14600972,82.5833,584.0377
infra,infra_0_trace,94.09143447875977,Pass,230.79343676567078,40000016,8849295,4.5201,5140781,51328,0.5809,0.0058,0.9984%,1.2832,1491214,29.0526,37.2803,20000016,4402530,4.5428,2582400,26487,0.5866,0.0060,1.0257%,1.3243,792356,29.9149,39.6178
infra,infra_2_trace,221.61112022399902,Pass,328.2027814388275,47546686,10634682,4.4709,5818731,23002,0.5471,0.0022,0.3953%,0.4838,717115,31.1762,15.0823,24546686,4321917,5.6796,2997214,7812,0.6935,0.0018,0.2606%,0.3183,149172,19.0952,6.0771
infra,infra_5_trace,58.871103286743164,Pass,265.31330013275146,40000016,34496624,1.1595,7268207,89208,0.2107,0.0026,1.2274%,2.2302,26321233,295.0546,658.0306,20000016,22162397,0.9024,3539219,63822,0.1597,0.0029,1.8033%,3.1911,18329345,287.1948,916.4665
infra,infra_4_trace,84.87091732025146,Pass,206.0854172706604,40000016,23955251,1.6698,5988066,99161,0.2500,0.0041,1.6560%,2.4790,12293775,123.9779,307.3443,20000016,11990897,1.6679,2971304,50133,0.2478,0.0042,1.6872%,2.5066,6181793,123.3079,309.0894
infra,infra_11_trace,209.36411476135254,Pass,275.83057856559753,50000052,18361649,2.7231,7754708,53062,0.4223,0.0029,0.6843%,1.0612,3990332,75.2013,79.8066,25000052,9231829,2.7080,3881908,24857,0.4205,0.0027,0.6403%,0.9943,2278155,91.6504,91.1260
infra,infra_14_trace,118.4549331665039,Pass,197.76848125457764,50000052,17941983,2.7868,6536492,270164,0.3643,0.0151,4.1332%,5.4033,12841347,47.5317,256.8267,25000052,6331169,3.9487,3156210,119003,0.4985,0.0188,3.7704%,4.7601,4084844,34.3256,163.3934
infra,infra_12_trace,207.57365608215332,Pass,277.1331470012665,50000052,17563730,2.8468,7862103,52066,0.4476,0.0030,0.6622%,1.0413,3501975,67.2603,70.0394,25000052,8366180,2.9882,3927069,24355,0.4694,0.0029,0.6202%,0.9742,1728961,70.9900,69.1583
infra,infra_15_trace,101.22027969360352,Pass,228.05156350135803,50000052,34465912,1.4507,6957507,425254,0.2019,0.0123,6.1122%,8.5051,29933384,70.3894,598.6671,25000052,6447164,3.8777,3466846,146941,0.5377,0.0228,4.2385%,5.8776,4166808,28.3570,166.6720
infra,infra_1_trace,175.13615703582764,Pass,210.0334734916687,37799521,8188465,4.6162,4337669,13509,0.5297,0.0016,0.3114%,0.3574,590756,43.7306,15.6287,19799521,3728024,5.3110,2263258,3789,0.6071,0.0010,0.1674%,0.1914,124839,32.9477,6.3052
infra,infra_7_trace,65.31903553009033,Pass,222.9986217021942,40000016,21860677,1.8298,6716982,59934,0.3073,0.0027,0.8923%,1.4983,8235878,137.4158,205.8969,20000016,11200946,1.7856,3345402,16963,0.2987,0.0015,0.5071%,0.8481,3454195,203.6311,172.7096
infra,infra_13_trace,139.63556957244873,Pass,250.48818588256836,50000052,20547245,2.4334,6532412,211849,0.3179,0.0103,3.2430%,4.2370,13760262,64.9532,275.2050,25000052,9706733,2.5755,3378036,86862,0.3480,0.0089,2.5714%,3.4745,5211298,59.9951,208.4515
infra,infra_8_trace,54.09443473815918,Pass,214.1500108242035,40000016,24567609,1.6282,7460282,50271,0.3037,0.0020,0.6738%,1.2568,15877935,315.8468,396.9482,20000016,12253991,1.6321,3730712,24949,0.3044,0.0020,0.6687%,1.2474,7903200,316.7742,395.1597
infra,infra_10_trace,117.67702960968018,Pass,252.02750372886658,50000052,18430445,2.7129,6548159,268015,0.3553,0.0145,4.0930%,5.3603,13152419,49.0734,263.0481,25000052,6372733,3.9230,3150015,120316,0.4943,0.0189,3.8195%,4.8126,4121145,34.2527,164.8455
infra,infra_3_trace,83.57435989379883,Pass,159.5024619102478,40000016,8067704,4.9580,5433078,42530,0.6734,0.0053,0.7828%,1.0632,1096864,25.7904,27.4216,20000016,4001584,4.9980,2737308,19736,0.6841,0.0049,0.7210%,0.9868,519607,26.3279,25.9803
infra,infra_6_trace,168.09687328338623,Pass,348.9577462673187,64718349,15725063,4.1156,9187928,100481,0.5843,0.0064,1.0936%,1.5526,3581582,35.6444,55.3411,32718349,8071421,4.0536,5004718,58110,0.6201,0.0072,1.1611%,1.7761,2219915,38.2019,67.8492
